"gender","Job.Title.Description","Termination.Reason.Description","City","Pay.Frequency","Pay.Grade.Description","Protected.Veteran.Status","Voluntary.Involuntary.Termination.Flag","years_club","Attrition"
"Female","CNA WTCC3",NA,"Rochester","Weekly","22","No Answer","No Info","Club10","0"
"Female","C/R ALU LPN Supervisor",NA,"Webster","Weekly","28","No Answer","No Info","Potential","0"
"Female","CNA WTCC1",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Male","C/O Waitstaff",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Cert. Occupational Ther. Asst",NA,"Rochester","Weekly","27","No Answer","No Info","Potential","0"
"Female","Lead Clerk Cafe Rizzo",NA,"Rochester","Weekly","22","2","No Info","Club20","0"
"Female","Nurse Manager 9th Flr",NA,"Rochester","Biweekly","32","2","No Info","Potential","0"
"Female","CNA 5th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","Director Facilities",NA,"Ontario","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Potential","0"
"Male","Env Svc Team Leader",NA,"Rochester","Weekly","21","4","No Info","Club30","0"
"Male","RN WTCC2",NA,"Rochester","Weekly","30","2","No Info","Potential","0"
"Male","Assistant Administrator",NA,"Bergen","Biweekly","96- Director, 9% Target Bonus","2","No Info","Potential","0"
"Male","Project Coordinator",NA,"Penn Yan","Biweekly","32","2","No Info","Potential","0"
"Male","CNA 9th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Male","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","LPN 3rd Flr",NA,"Rochester","Weekly","26","2","No Info","Club10","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","C/O Waitstaff",NA,"Rochester","Weekly","20","2","No Info","Club10","0"
"Female","C/R Waitstaff",NA,"Webster","Weekly","20","2","No Info","Potential","0"
"Female","LPN SACC",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","Cafeteria Srvc Asst",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Safety Director Clinical Coordinator",NA,"Webster","Biweekly","32","No Answer","No Info","Club10","0"
"Male","Laundry Worker",NA,"Rochester","Weekly","20","No Answer","No Info","ClubElite","0"
"Female","CNA 3rd Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA 8th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","LPN SACC",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","Pastoral Care Coordinator","Resignation","Rochester","Weekly","27","3","No Info","Potential","1"
"Female","Pastoral Care Coordinator",NA,"Orchard Park","Weekly","27","2","No Info","Potential","0"
"Female","LPN SACC",NA,"Fairport","Weekly","26","2","No Info","Potential","0"
"Male","Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","TCC Dining Ambassador",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","LPN 3rd Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Potential","0"
"Female","C/R Waitstaff",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","C/R Waitstaff",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Male","Dining Service Assistant","False Emp Applicat","Rochester","Weekly","20","2","No Info","Potential","1"
"Male","CNA 3rd Flr","Resignation","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","CNA Trainee",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA Trainee",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA Trainee",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA Trainee",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA Trainee",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA Trainee","False Emp Applicat","Rochester","Weekly","20","2","No Info","Potential","1"
"Female","CNA Trainee","Failed pre-emp test","Rochester","Weekly","20","2","No Info","Potential","1"
