@relation UScensus_exercise

@attribute caseid numeric

@attribute dAge {0,1,2,3,4,5,6,7}

@attribute dAncstry1 {0,1,2,3,4,5,6,7,8,9,10,11}

@attribute dAncstry2  {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute iAvail {0,1,2,3,4}

@attribute iCitizen {0,1,2,3,4}

@attribute iClass {0,1,2,3,4,5,6,7,8,9}

@attribute dDepart {0,1,2,3,4,5}
@attribute iDisabl1 {0,1,2}

@attribute iDisabl2 {0,1,2}

@attribute iEnglish {0,1,2,3,4}

@attribute iFeb55 {0,1}
@attribute iFertil {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@attribute dHispanic {0,1,2,3,4,5,6,7,8,9}

@attribute dHour89 {0,1,2,3,4,5}

@attribute dHours {0,1,2,3,4,5}

@attribute iImmigr {0,1,2,3,4,5,6,7,8,9,10}

@attribute dIncome1 {0,1,2,3,4}

@attribute dIncome2 {0,1}

@attribute dIncome3 {0,1}

@attribute dIncome4 {0,1}

@attribute dIncome5 {0,1}

@attribute dIncome6 {0,1}

@attribute dIncome7 {0,1}

@attribute dIncome8 {0,1}

@attribute dIndustry {0,1,2,3,4,5,6,7,8,9,10,11,12}

@attribute iKorean {0,1}

@attribute iLang1 {0,1,2}

@attribute iLooking {0,1,2}

@attribute iMarital {0,1,2,3,4}
@attribute iMay75880 {0,1}
@attribute iMeans {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute iMilitary {0,1,2,3,4}

@attribute iMobility {0,1,2}
@attribute iMobillim {0,1,2}

@attribute dOccup {0,1,2,3,4,5,6,7,8}

@attribute iOthrserv {0,1}

@attribute iPerscare {0,1,2}

@attribute dPOB {0,1,2,3,4,5,6}

@attribute dPoverty {0,1,2}

@attribute dPwgt1 {0,1,2,3}

@attribute iRagechld {0,1,2,3,4}

@attribute dRearning {0,1,2,3,4,5}

@attribute iRelat1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@attribute iRelat2 {0,1,2,3,4,5,6,7,8,9}

@attribute iRemplpar {0,111,112,113,114,121,122,133,134,141,211,212,213,221,222,223}

@attribute iRiders {0,1,2,3,4,5,6,7,8}

@attribute iRlabor {0,1,2,3,4,5,6}

@attribute iRownchld {0,1}

@attribute dRpincome {0,1,2,3,4,5}

@attribute iRPOB {10,21,22,23,24,31,32,33,34,35,36,40,51,52}

@attribute iRrelchld {0,1}

@attribute iRspouse {0,1,2,3,4,5,6}

@attribute iRvetserv {0,1,2,3,4,5,6,7,8,9,10,11}

@attribute iSchool {0,1,2,3}

@attribute iSept80 {0,1}

@attribute iSex {0,1}

@attribute iSubfam1 {0,1,2,3}

@attribute iSubfam2 {0,1,2,3}

@attribute iTmpabsnt {0,1,2,3}

@attribute dTravtime {0,1,2,3,4,5,6}

@attribute iVietnam {0,1}

@attribute dWeek89 {0,1,2}

@attribute iWork89 {0,1,2}

@attribute iWorklwk {0,1,2}

@attribute iWWII {0,1}

@attribute iYearsch {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17}

@attribute iYearwrk {0,1,2,3,4,5,6,7}

@attribute dYrsserv {0,1,2}



@data
20076,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,2,2,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,3,10,0,3,10,1,0,0,0,0,3,0,0,0,2,2,1,10,5,1
20077,3,0,1,0,0,1,3,2,2,0,0,1,0,4,4,0,2,0,0,0,0,0,0,0,8,0,2,0,2,0,1,4,2,2,1,0,2,0,2,0,4,3,0,0,0,1,1,0,3,10,0,4,0,2,0,1,0,0,0,5,0,2,1,1,0,11,1,0
20078,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,24,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20079,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,3,0,121,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20080,7,1,1,0,0,7,0,1,2,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,8,0,2,2,0,0,0,2,1,2,1,0,2,0,2,2,0,5,0,0,0,0,2,0,5,10,0,1,10,1,0,0,0,0,2,0,0,2,1,2,1,14,1,1
20081,2,0,1,0,4,1,5,2,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,9,0,1,0,4,0,2,4,2,2,2,0,2,3,2,1,4,0,2,0,211,0,1,1,0,52,1,6,0,2,0,1,0,0,0,5,0,0,2,0,0,7,1,0
20082,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,2,0,223,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
20083,3,1,3,0,0,1,4,2,2,0,0,3,0,2,2,0,2,0,0,1,0,0,0,1,9,0,2,0,2,0,1,4,1,2,1,0,2,0,2,1,2,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
20084,4,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,10,1,0
20085,3,1,2,0,0,1,2,2,2,3,0,0,0,3,2,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,1,2,2,2,6,0,2,0,2,2,0,2,0,0,0,1,1,0,2,21,0,1,2,1,0,0,0,0,0,5,0,2,1,1,0,8,1,1
20086,4,1,2,0,0,1,3,2,2,0,0,2,0,2,3,0,2,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,4,3,1,0,0,2,1,0,3,22,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
20087,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
20088,5,1,2,0,0,2,1,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,2,1,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,4,1,0,0,0,0,0,4,1,2,1,1,0,11,1,1
20089,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,3,4,0,2,0,112,0,0,1,0,23,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
20090,2,2,1,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,3,0,2,0,2,1,4,2,2,0,0,3,1,0,2,10,0,6,0,2,0,1,0,0,0,5,0,2,1,1,0,8,1,0
20091,6,1,12,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,2,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
20092,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,5,1
20093,6,11,1,0,0,1,0,2,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,2,2,3,1,0,2,1,2,5,0,2,0,2,1,0,2,0,0,0,0,6,0,2,22,0,5,4,1,0,0,0,0,3,0,1,1,1,2,0,11,2,2
20094,5,1,2,0,4,8,4,2,2,0,0,4,0,1,1,7,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,2,0,2,2,2,1,4,0,1,0,0,1,1,0,0,52,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,9,1,0
20095,3,3,2,0,4,0,0,2,2,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2,2,0,0,2,4,1,2,1,0,1,0,0,0,6,0,0,52,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,7,0
20096,7,1,1,0,0,1,0,2,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,7,0,2,2,1,0,0,4,1,2,2,0,1,0,2,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,4,0
20097,7,1,2,0,0,6,1,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,1,2,1,2,5,0,2,0,1,2,0,2,0,0,0,1,1,0,2,21,0,1,10,1,0,0,0,0,0,6,0,2,1,1,1,5,1,1
20098,4,1,1,0,0,6,4,2,2,0,0,3,0,1,2,0,0,1,0,0,0,1,0,0,6,0,2,0,2,0,1,4,1,2,2,0,2,0,2,1,3,2,6,0,0,1,1,0,2,10,0,4,0,1,0,1,2,1,0,1,0,1,1,1,0,12,1,0
20099,3,1,1,0,0,2,4,2,2,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,8,0,2,0,3,0,1,4,1,2,5,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,5,0,1,0,0,0,0,0,5,0,2,1,1,0,7,1,0
20100,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,2,0,2,1,4,0,2,0,121,0,0,1,0,10,1,6,0,2,0,1,0,0,0,0,0,0,0,2,0,5,0,0
20101,5,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,2,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,12,6,0
20102,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,24,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
20103,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
20104,2,0,1,0,0,1,2,2,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,6,0,2,0,2,0,1,2,2,0,0,1,1,0,2,10,0,6,0,1,0,1,2,1,0,4,0,1,1,1,0,10,1,0
20105,5,3,1,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,23,0,6,0,1,0,0,0,0,0,1,0,2,1,1,0,10,1,0
20106,3,1,1,0,0,1,3,2,2,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,2,4,2,2,6,0,2,0,2,1,0,2,9,0,0,0,1,0,2,10,0,6,0,1,0,0,0,0,0,4,0,1,1,1,0,10,1,0
20107,4,1,2,0,0,2,4,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,1,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,15,1,0
20108,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
20109,6,1,1,0,0,1,3,2,2,0,0,4,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
20110,4,1,1,0,0,6,0,2,2,0,0,3,0,5,5,0,0,1,0,0,0,0,0,0,9,0,2,0,0,0,11,4,1,2,1,0,2,0,2,1,2,3,1,0,0,0,1,0,3,10,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,11,1,0
20111,6,1,2,0,0,1,1,2,2,0,0,0,0,5,4,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,0,4,0,0,0,1,1,0,5,22,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,11,1,0
20112,2,1,1,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,6,0,2,0,2,2,0,2,2,0,111,2,1,1,2,10,1,6,0,3,0,0,0,0,0,2,0,1,1,1,0,6,1,0
20113,2,2,2,0,0,1,0,2,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,1,2,1,0,2,0,2,1,4,2,2,0,0,0,6,0,2,10,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,11,1,0
20114,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20115,6,3,1,0,4,1,3,2,2,4,0,0,2,3,3,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,2,4,0,2,4,2,0,0,2,0,0,0,1,1,0,2,52,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,1,1,0
20116,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,2,4,0,2,0,222,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
20117,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20118,4,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,16,1,0
20119,6,0,1,0,0,4,3,2,2,0,0,8,0,3,3,0,1,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,4,2,0,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,4,1,0
20120,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,223,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20121,2,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,1,1,0,0,0,0,0,0,5,0,2,0,4,0,1,4,1,2,6,0,2,0,2,0,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,6,0,2,1,1,0,11,1,0
20122,6,1,2,0,0,2,2,2,2,0,0,5,0,3,2,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,10,1,0
20123,4,1,1,0,0,1,2,2,2,0,0,5,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,2,2,1,0,0,2,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
20124,4,1,2,0,0,1,3,2,2,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,4,3,1,0,0,1,1,0,3,21,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,12,1,0
20125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20126,4,3,1,0,3,0,0,2,2,4,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2,2,0,0,2,4,1,1,2,0,1,0,0,0,6,0,0,51,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,4,5,0
20127,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
20128,6,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,0,0,4,1,1,0,0,1,0,1,1,0,0,13,0,0,0,6,0,2,10,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,1,7,0
20129,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,6,0,213,0,0,0,0,10,1,0,0,2,0,1,3,1,0,0,0,0,0,0,0,5,0,0
20130,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,113,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20131,4,2,1,0,0,2,4,2,2,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,2,3,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
20132,6,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,8,7,0
20133,6,11,2,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,4,1,2,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
20134,4,1,2,0,0,2,3,2,2,0,0,4,0,2,2,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,10,1,0
20135,4,1,1,0,0,7,2,2,2,0,0,0,0,5,5,0,4,0,0,1,0,0,0,0,3,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,5,0,0,0,1,1,0,5,10,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,14,1,0
20136,4,0,1,0,0,1,2,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,0,3,0,0,0,4,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,6,1,0
20137,5,1,1,0,0,1,4,2,2,0,0,6,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,2,0,1,4,2,2,3,0,2,0,1,1,4,2,10,0,0,1,1,0,2,22,0,4,0,1,0,1,0,0,0,2,0,1,1,1,0,8,1,0
20138,3,1,2,0,0,2,3,2,2,0,0,0,0,4,4,0,2,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,0,3,0,0,0,1,1,0,3,22,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
20139,7,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,2,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
20140,4,1,1,0,0,1,2,2,2,0,0,1,0,3,3,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,1,4,2,2,1,0,2,0,2,0,2,5,1,0,0,3,1,0,5,24,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,15,1,0
20141,5,1,1,0,0,3,5,2,2,0,1,0,0,4,5,0,3,0,0,0,0,0,0,0,10,0,2,0,0,0,1,2,1,2,3,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,7,1,0,0,0,0,0,1,0,2,1,1,0,14,1,1
20142,5,1,1,0,0,3,4,2,2,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,2,1,2,3,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,14,1,1
20143,7,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,2,10,0,1,10,1,0,0,0,0,0,0,0,0,2,2,1,5,6,1
20144,4,1,1,0,0,2,5,2,2,0,0,3,0,3,4,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,2,3,1,0,0,1,1,0,3,10,0,1,0,2,0,1,0,0,0,2,0,2,1,1,0,11,1,0
20145,7,1,1,0,0,1,3,2,2,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,4,3,0,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
20146,3,1,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,4,0,0,4,1,2,1,0,2,0,2,3,0,0,2,0,0,0,6,0,0,10,0,6,0,3,0,0,0,0,3,0,0,0,2,2,0,10,3,0
20147,5,0,1,0,0,1,4,2,2,0,0,4,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,14,1,0
20148,5,1,2,0,0,5,4,2,2,0,0,1,0,3,3,0,4,0,0,1,0,0,0,0,10,0,2,0,4,1,4,2,1,2,1,0,2,0,2,1,4,5,0,0,0,0,1,0,5,10,0,6,4,1,0,1,0,0,0,5,1,2,1,1,0,16,1,1
20149,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20150,3,1,1,0,0,1,3,2,2,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,2,2,5,0,2,0,2,2,0,3,0,0,0,2,1,0,3,10,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
20151,6,1,2,0,0,1,2,2,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,1,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,2,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,10,1,0
20152,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20153,2,0,1,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,4,1,1,4,0,2,0,111,0,0,1,0,52,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
20154,2,1,12,0,0,1,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,2,2,2,0,2,0,0,1,4,2,13,0,0,0,6,0,2,10,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,11,1,0
20155,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0
20156,4,0,1,0,0,1,0,2,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,0,4,2,2,2,0,2,0,2,2,1,2,1,0,0,0,2,0,2,10,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,10,1,0
20157,5,1,1,0,0,2,5,2,2,0,0,3,0,3,5,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,2,4,0,0,0,1,1,0,4,21,0,1,0,3,0,1,0,0,0,1,0,2,1,1,0,11,1,0
20158,4,1,2,0,0,1,5,2,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,2,2,0,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,13,1,0
20159,5,1,2,0,0,1,5,1,2,0,1,0,0,3,4,0,2,0,0,1,0,0,0,0,4,0,2,0,2,0,1,2,2,2,6,0,2,0,2,0,0,3,0,0,0,2,1,0,3,10,0,4,7,1,0,0,0,0,0,2,0,2,1,1,0,10,1,1
20160,7,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,2,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,4,22,0,1,6,1,0,0,0,0,0,0,1,0,2,2,1,14,5,2
20161,4,11,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,1,2,6,0,2,0,1,1,0,0,0,0,0,0,6,0,0,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,8,3,0
20162,5,1,1,0,0,1,3,2,2,0,0,0,0,4,3,0,4,0,0,1,0,0,0,0,8,0,2,0,0,0,1,2,2,2,1,0,2,0,2,2,0,5,0,0,0,1,1,0,5,23,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,14,1,1
20163,3,0,1,0,2,5,1,2,2,0,0,0,0,5,5,7,1,0,0,0,0,0,0,0,11,0,2,0,0,0,1,1,2,2,1,0,2,2,2,1,0,2,0,0,0,1,4,0,2,40,0,1,1,1,1,0,0,0,0,1,0,2,1,1,0,10,1,1
20164,4,11,1,0,0,1,0,2,2,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,8,0,2,2,0,0,0,4,2,2,2,0,2,0,2,2,2,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,14,2,0
